product_id,product_name,brand,price,original_price,discount_percentage,discount_amount,rating,ratings_count,reviews_count,display_size,display_type,screen_resolution,battery_life,battery_capacity,water_resistance,bluetooth_version,compatibility,heart_rate_monitor,blood_oxygen_monitor,sports_modes,gps,bluetooth_calling,strap_material,strap_color,weight,warranty,availability,charging_time,stress_monitor,nfc_payments,camera_control,voice_assistant,case_material,dimensions,launch_date,battery_life_days,review_ratio
sw10086,amazfit gts 3 amoled display,amazfit,7821.0,13964,43,6143,4.5,39756,2985,1.2,tft,333x374 pixels,10 days,323.0,5atm,5.0,android  ios,False,0,76,False,False,silicone,blue,71.0,2 year,out of stock,2 hours,0,0,0,1,plastic,46x45x14 mm,2024-12-01,10.0,0.07508300633866587
sw10087,boult bolt lite sleep tracking,boult,1686.0,2012,16,326,4.0,16324,13400,1.3,tft,328x380 pixels,12 days,265.0,ip68,5.0,ios,False,1,69,False,False,silicone,blue,77.0,2 year,out of stock,2 hours,0,0,1,1,metal,49x45x12 mm,2022-12-01,12.0,0.8208772359715756
sw10088,sonata smart plus voice assistant,sonata,1227.0,1552,20,325,4.4,12492,6914,1.2,lcd,382x424 pixels,9 days,411.0,5atm,5.0,android  ios,False,1,86,False,False,silicone,red,52.0,2 year,out of stock,2 hours,1,0,0,0,metal,48x38x12 mm,2022-03-01,9.0,0.553474223503042
sw10089,fastrack reflex 2 amoled display,fastrack,3291.0,5525,40,2234,3.9,47795,17083,1.2,tft,352x398 pixels,13 days,557.0,3atm,5.0,ios,False,1,64,False,False,silicone,red,67.0,1 year,out of stock,2 hours,0,0,1,1,plastic,44x41x11 mm,2023-11-01,13.0,0.3574223245109321
sw10090,fastrack reflex gps navigation,fastrack,2274.0,3499,35,1225,4.6,23819,9097,1.4,lcd,346x359 pixels,11 days,539.0,water resistant,5.0,android  ios,False,1,65,False,False,metal,silver,63.0,1 year,out of stock,1 hours,0,0,0,0,plastic,42x41x11 mm,2024-10-01,11.0,0.3819219950459717
sw10091,amazfit gtr lite notification alerts,amazfit,5331.0,8840,39,3509,4.3,26450,1337,1.2,lcd,343x436 pixels,16 days,545.0,ip67,5.0,android  ios,False,1,100,False,False,silicone,green,49.0,2 year,out of stock,1 hours,0,0,1,0,metal,46x38x12 mm,2024-11-01,16.0,0.05054820415879017
sw10092,huami amazfit gts max music control,huami,5433.0,6335,14,902,4.7,5815,8143,1.2,tft,390x435 pixels,19 days,576.0,ip67,5.0,android,False,0,73,False,False,polycarbonate,blue,41.0,1 year,out of stock,1 hours,0,0,1,1,fiber,49x35x11 mm,2024-09-01,19.0,1.4003439380911435
sw10093,realme watch ultra water resistance,realme,6832.0,9774,30,2942,4.7,33238,14621,1.4,tft,417x439 pixels,7 days,331.0,water resistant,5.0,android,False,1,78,False,False,nylon,pink,40.0,2 year,out of stock,1 hours,1,0,0,0,fiber,45x45x14 mm,2023-07-01,7.0,0.4398880799085384
sw10094,fitbit inspire plus amoled display,fitbit,11641.0,14511,19,2870,4.1,17726,3982,1.8,amoled,372x440 pixels,14 days,218.0,3atm,5.2,android  ios,False,1,114,False,False,metal,brown,71.0,1 year,in stock,3 hours,1,0,1,1,fiber,45x37x13 mm,2022-04-01,14.0,0.2246417691526571
sw10095,crossbeats elevate max female health tracking,crossbeats,4582.0,6032,24,1450,4.5,19749,4430,1.3,tft,321x357 pixels,20 days,357.0,5atm,5.0,android,False,1,55,False,False,metal,silver,66.0,1 year,out of stock,2 hours,1,0,0,1,metal,45x38x14 mm,2023-10-01,20.0,0.22431515519773154
sw10096,apple watch ultra stress monitoring,apple,29269.0,50224,41,20955,4.7,19822,4373,2.2,amoled,421x385 pixels,4 days,530.0,5atm,5.3,android  ios,False,1,176,False,False,tpu,gold,57.0,1 year,out of stock,1 hours,0,1,0,0,fiber,45x41x12 mm,2023-08-01,4.0,0.22061345979215014
sw10097,boult drift pro bluetooth calling,boult,1302.0,2290,43,988,4.8,30788,10688,1.4,tft,426x361 pixels,7 days,359.0,ip68,5.0,android  ios,False,1,68,False,False,polycarbonate,silver,33.0,1 year,out of stock,2 hours,0,0,0,0,plastic,50x39x15 mm,2024-03-01,7.0,0.34714823957385993
sw10098,amazfit bip 3 sports modes,amazfit,7523.0,10247,26,2724,4.8,45105,14933,1.2,tft,386x372 pixels,12 days,504.0,ip68,5.0,ios,False,1,92,False,False,polycarbonate,red,67.0,1 year,in stock,1 hours,1,0,0,1,plastic,45x42x14 mm,2023-09-01,12.0,0.33107194324354283
sw10099,crossbeats ignite pro spo2 monitor,crossbeats,8148.0,13293,38,5145,4.7,6690,4702,1.8,amoled,409x343 pixels,8 days,225.0,5atm,5.2,android,False,1,94,False,False,silicone,brown,60.0,1 year,out of stock,1 hours,0,0,1,1,metal,50x44x14 mm,2023-04-01,8.0,0.7028400597907324
sw10100,garmin instinct pro sleep tracking,garmin,21556.0,32088,32,10532,3.9,30782,320,1.8,amoled,396x366 pixels,4 days,319.0,ip67,5.3,android,False,1,119,False,False,leather,silver,49.0,1 year,out of stock,2 hours,0,1,0,0,fiber,49x39x14 mm,2022-12-01,4.0,0.010395685790396986
sw10101,boat flash plus camera control,boat,4400.0,6614,33,2214,4.5,43032,4585,1.3,lcd,436x430 pixels,14 days,321.0,ip68,5.0,android  ios,False,0,58,False,False,metal,brown,49.0,2 year,out of stock,2 hours,0,0,1,1,fiber,45x45x13 mm,2024-12-01,14.0,0.1065486149841978
sw10102,boat wave 3 sleep tracking,boat,5246.0,9256,43,4010,3.8,19087,19421,1.2,lcd,377x422 pixels,7 days,491.0,ip68,5.0,android  ios,False,1,63,False,False,nylon,gold,53.0,1 year,in stock,2 hours,1,0,0,0,plastic,42x45x14 mm,2023-06-01,7.0,1.0174988211871954
sw10103,samsung galaxy watch pro music control,samsung,22869.0,29216,21,6347,4.4,8322,5099,1.8,amoled,357x422 pixels,5 days,290.0,3atm,5.3,android,False,1,155,False,False,polycarbonate,black,33.0,2 year,out of stock,2 hours,0,1,0,0,metal,48x37x15 mm,2023-10-01,5.0,0.6127132900745014
sw10104,huami amazfit gts 4 voice assistant,huami,9539.0,11858,19,2319,4.7,8971,5455,1.6,oled,344x417 pixels,9 days,218.0,5atm,5.2,android,False,0,92,False,False,polycarbonate,pink,60.0,2 year,in stock,1 hours,1,0,0,1,fiber,42x37x11 mm,2023-08-01,9.0,0.6080704492252814
sw10105,oneplus watch max weather display,oneplus,12037.0,19399,37,7362,3.8,6998,8616,1.8,oled,415x438 pixels,12 days,398.0,water resistant,5.2,android  ios,False,1,119,False,False,polycarbonate,green,30.0,2 year,in stock,1 hours,0,0,1,1,metal,46x41x13 mm,2022-01-01,12.0,1.231208916833381
sw10106,huami amazfit gts max camera control,huami,3785.0,4957,23,1172,4.3,1791,6283,1.4,lcd,438x337 pixels,19 days,455.0,ip67,5.0,android,False,1,91,False,False,silicone,silver,36.0,2 year,out of stock,2 hours,0,0,1,0,plastic,46x35x12 mm,2023-04-01,19.0,3.508096035734227
sw10107,huami amazfit bip ultra bluetooth calling,huami,5732.0,10048,42,4316,3.9,44862,13514,1.4,lcd,386x341 pixels,16 days,405.0,5atm,5.0,android,False,0,79,False,False,metal,red,51.0,2 year,out of stock,2 hours,1,0,0,0,fiber,47x43x10 mm,2024-10-01,16.0,0.3012348981320494
sw10108,huami amazfit gts plus sports modes,huami,9035.0,15689,42,6654,3.9,13161,7287,1.8,amoled,321x430 pixels,10 days,412.0,ip68,5.2,ios,False,1,93,False,False,leather,red,34.0,2 year,in stock,3 hours,1,0,0,1,fiber,42x39x11 mm,2023-12-01,10.0,0.5536813312058354
sw10109,fitbit charge heart rate monitor,fitbit,9862.0,17615,44,7753,4.5,16760,17695,1.6,oled,370x413 pixels,8 days,344.0,water resistant,5.2,android,False,1,80,False,False,nylon,silver,68.0,1 year,in stock,1 hours,0,1,0,0,fiber,43x41x12 mm,2022-03-01,8.0,1.0557875894988067
sw10110,titan juxt ultra notification alerts,titan,5470.0,8547,36,3077,4.1,39983,4058,1.4,tft,386x403 pixels,20 days,394.0,ip68,5.0,android  ios,False,0,71,False,False,silicone,green,78.0,2 year,out of stock,3 hours,1,0,0,1,plastic,46x39x15 mm,2022-06-01,20.0,0.10149313458219743
sw10111,crossbeats elevate music control,crossbeats,3785.0,4874,22,1089,4.1,38954,5487,1.4,tft,397x388 pixels,18 days,493.0,water resistant,5.0,ios,False,0,67,False,False,tpu,green,42.0,2 year,out of stock,1 hours,0,0,0,0,metal,45x37x15 mm,2024-02-01,18.0,0.14085844842634904
sw10112,oneplus band 2 spo2 monitor,oneplus,4078.0,5448,25,1370,4.0,13699,9837,1.2,tft,424x333 pixels,12 days,291.0,3atm,5.0,ios,False,0,71,False,False,metal,silver,37.0,2 year,in stock,3 hours,0,0,1,1,plastic,42x36x12 mm,2022-10-01,12.0,0.7180816117964814
sw10113,samsung gear sport lite water resistance,samsung,13641.0,21158,35,7517,4.6,3017,7614,1.8,oled,424x422 pixels,9 days,236.0,ip68,5.2,ios,False,1,106,False,False,leather,brown,78.0,1 year,in stock,2 hours,1,1,0,1,plastic,47x44x13 mm,2022-03-01,9.0,2.5236990387802454
sw10114,crossbeats ignite stress monitoring,crossbeats,6131.0,10868,43,4737,4.4,36140,15083,1.3,tft,445x409 pixels,12 days,291.0,water resistant,5.0,ios,False,0,77,False,False,silicone,red,72.0,1 year,out of stock,1 hours,0,0,1,1,plastic,49x45x11 mm,2022-09-01,12.0,0.4173491975650249
sw10115,boult drift 2 voice assistant,boult,3014.0,4687,35,1673,3.9,8775,10823,1.4,tft,446x411 pixels,17 days,331.0,water resistant,5.0,ios,False,0,90,False,False,metal,purple,46.0,2 year,in stock,2 hours,0,0,1,0,fiber,41x35x15 mm,2022-12-01,17.0,1.2333903133903135
sw10116,realme techlife pro stress monitoring,realme,2759.0,3927,29,1168,4.6,24288,1845,1.3,tft,391x341 pixels,14 days,207.0,3atm,5.0,android,False,0,74,False,False,nylon,purple,41.0,1 year,in stock,1 hours,1,0,0,0,plastic,42x35x15 mm,2022-11-01,14.0,0.07596343873517787
sw10117,crossbeats elevate 4 water resistance,crossbeats,7282.0,8815,17,1533,3.9,27852,1021,1.2,tft,379x340 pixels,9 days,224.0,water resistant,5.0,android  ios,False,1,77,False,False,nylon,gold,73.0,2 year,in stock,3 hours,0,0,0,1,metal,50x35x10 mm,2024-08-01,9.0,0.03665804969122505
sw10118,garmin forerunner pro water resistance,garmin,42713.0,68800,37,26087,4.6,48115,12565,2.0,amoled,409x353 pixels,3 days,249.0,3atm,5.3,android,False,1,139,False,False,nylon,pink,58.0,1 year,out of stock,3 hours,1,1,1,0,metal,43x41x12 mm,2024-12-01,3.0,0.2611451730229658
sw10119,realme watch max bluetooth calling,realme,7739.0,12569,38,4830,4.2,21024,7177,1.4,tft,323x330 pixels,7 days,445.0,ip67,5.0,android,False,0,85,False,False,nylon,pink,54.0,2 year,in stock,3 hours,1,0,1,1,plastic,49x45x10 mm,2022-10-01,7.0,0.3413717656012177
sw10120,huami amazfit bip 3 amoled display,huami,6387.0,11299,43,4912,4.0,29133,2880,1.3,lcd,419x402 pixels,16 days,352.0,ip67,5.0,ios,False,1,50,False,False,nylon,purple,31.0,1 year,in stock,3 hours,0,0,0,0,plastic,50x35x14 mm,2022-11-01,16.0,0.09885696632684585
sw10121,fitbit inspire lite stress monitoring,fitbit,16976.0,23693,28,6717,4.7,43271,3751,1.8,amoled,354x350 pixels,14 days,221.0,5atm,5.2,ios,False,0,116,False,False,silicone,gold,37.0,2 year,in stock,3 hours,1,0,0,0,fiber,42x45x10 mm,2023-07-01,14.0,0.08668623327401724
sw10122,samsung galaxy watch pro heart rate monitor,samsung,15139.0,26264,42,11125,3.8,27684,1193,1.6,amoled,412x440 pixels,12 days,286.0,5atm,5.2,android,False,1,96,False,False,leather,brown,43.0,1 year,in stock,2 hours,1,0,0,0,plastic,47x35x10 mm,2022-01-01,12.0,0.043093483600635744
sw10123,samsung galaxy watch plus music control,samsung,13862.0,18442,24,4580,4.4,16278,19279,1.6,amoled,432x437 pixels,14 days,287.0,ip67,5.2,ios,False,1,107,False,False,nylon,green,60.0,2 year,out of stock,2 hours,0,1,1,1,fiber,50x38x14 mm,2023-02-01,14.0,1.1843592578940902
sw10124,boat call pro stress monitoring,boat,2820.0,4354,35,1534,4.8,36071,18165,1.2,lcd,330x413 pixels,12 days,442.0,ip67,5.0,ios,False,1,67,False,False,metal,silver,62.0,1 year,in stock,1 hours,1,0,0,0,fiber,44x39x11 mm,2024-07-01,12.0,0.5035901416650495
sw10125,sonata smart plus weather display,sonata,3981.0,6330,37,2349,3.9,25220,2326,1.3,lcd,445x442 pixels,10 days,540.0,ip67,5.0,android,False,0,73,False,False,nylon,brown,48.0,2 year,out of stock,2 hours,0,0,0,1,fiber,44x45x14 mm,2022-12-01,10.0,0.0922283901665345
sw10126,ambrane curve pro notification alerts,ambrane,3975.0,6241,36,2266,4.4,37720,1344,1.4,tft,428x406 pixels,11 days,466.0,5atm,5.0,ios,False,0,80,False,False,tpu,brown,47.0,2 year,out of stock,2 hours,0,0,1,0,metal,45x43x10 mm,2024-12-01,11.0,0.035630965005302224
sw10127,apple watch se weather display,apple,57312.0,87159,34,29847,3.9,32387,8114,2.2,amoled,377x423 pixels,4 days,527.0,3atm,5.3,ios,False,1,184,False,False,polycarbonate,black,80.0,2 year,out of stock,3 hours,1,1,1,1,plastic,40x37x15 mm,2023-01-01,4.0,0.2505326211134097
sw10128,xiaomi redmi watch 3 water resistance,xiaomi,3455.0,4280,19,825,4.1,26432,7957,1.2,lcd,358x334 pixels,21 days,215.0,5atm,5.0,ios,False,1,71,False,False,leather,red,41.0,2 year,in stock,1 hours,1,0,0,0,metal,48x42x14 mm,2022-07-01,21.0,0.30103662227602906
sw10129,boult bolt max voice assistant,boult,4040.0,5283,23,1243,4.2,5830,14499,1.4,tft,330x386 pixels,18 days,302.0,water resistant,5.0,android,False,1,76,False,False,tpu,blue,31.0,2 year,out of stock,2 hours,0,0,1,0,fiber,40x36x14 mm,2022-11-01,18.0,2.4869639794168097
sw10130,apple watch series 4 bluetooth calling,apple,56479.0,73922,23,17443,4.2,4928,1787,2.0,amoled,321x448 pixels,7 days,268.0,5atm,5.3,android,False,1,121,False,False,metal,red,64.0,2 year,out of stock,2 hours,0,1,0,0,metal,49x40x12 mm,2022-02-01,7.0,0.3626217532467532
sw10131,apple watch ultra 3 camera control,apple,39278.0,70459,44,31181,4.7,32707,6625,2.2,amoled,353x397 pixels,5 days,570.0,ip68,5.3,android,False,1,189,False,False,silicone,pink,59.0,1 year,in stock,2 hours,0,1,1,1,metal,42x36x11 mm,2022-08-01,5.0,0.20255602776164125
sw10132,amazfit gtr pro female health tracking,amazfit,5209.0,6738,22,1529,3.9,16324,18881,1.2,tft,346x447 pixels,13 days,417.0,5atm,5.0,ios,False,1,69,False,False,metal,red,38.0,2 year,in stock,3 hours,0,0,1,0,plastic,46x40x10 mm,2024-10-01,13.0,1.1566405292820388
sw10133,realme watch 3 camera control,realme,4810.0,7148,32,2338,4.6,45577,13901,1.2,lcd,360x403 pixels,12 days,424.0,3atm,5.0,android,False,1,96,False,False,polycarbonate,red,65.0,1 year,out of stock,3 hours,1,0,1,0,plastic,42x44x14 mm,2024-02-01,12.0,0.3050003291133686
sw10134,ambrane stride pro female health tracking,ambrane,3778.0,6209,39,2431,4.6,38020,4582,1.3,lcd,380x423 pixels,19 days,272.0,ip67,5.0,android  ios,False,1,91,False,False,metal,black,73.0,2 year,out of stock,1 hours,0,0,0,0,metal,46x40x14 mm,2024-06-01,19.0,0.12051551814834298
sw10135,crossbeats ignite lite stress monitoring,crossbeats,2517.0,2899,13,382,4.5,38804,14826,1.3,tft,435x325 pixels,21 days,264.0,5atm,5.0,android,False,0,69,False,False,silicone,silver,55.0,1 year,out of stock,2 hours,0,0,1,0,metal,48x40x13 mm,2022-03-01,21.0,0.3820740129883517
sw10136,xiaomi mi band heart rate monitor,xiaomi,3245.0,4577,29,1332,3.9,43752,7342,1.4,lcd,424x418 pixels,21 days,462.0,water resistant,5.0,android,False,0,58,False,False,leather,pink,58.0,2 year,out of stock,1 hours,1,0,0,0,fiber,40x42x14 mm,2023-09-01,21.0,0.1678094715670141
sw10137,fireboltt ninja 2 spo2 monitor,fireboltt,3899.0,5511,29,1612,4.4,11720,2683,1.2,lcd,448x346 pixels,8 days,513.0,3atm,5.0,ios,False,0,94,False,False,leather,pink,40.0,1 year,in stock,1 hours,0,0,1,0,metal,44x39x13 mm,2023-10-01,8.0,0.22892491467576792
sw10138,ambrane curve lite gps navigation,ambrane,3517.0,5769,39,2252,4.7,6280,2176,1.3,tft,336x379 pixels,9 days,354.0,water resistant,5.0,android  ios,False,0,85,False,False,leather,black,37.0,1 year,in stock,2 hours,0,0,0,0,fiber,48x35x11 mm,2022-09-01,9.0,0.3464968152866242
sw10139,fireboltt quantum 3 sports modes,fireboltt,5565.0,8399,33,2834,4.3,27193,17348,1.4,lcd,351x327 pixels,20 days,335.0,ip67,5.0,ios,False,1,52,False,False,nylon,pink,49.0,1 year,out of stock,2 hours,0,0,1,0,fiber,41x42x12 mm,2023-02-01,20.0,0.6379582980914206
sw10140,boult drift max amoled display,boult,5964.0,10285,42,4321,4.5,3918,17268,1.4,tft,361x422 pixels,19 days,451.0,3atm,5.0,android  ios,False,1,56,False,False,silicone,gold,43.0,2 year,in stock,3 hours,1,0,0,1,metal,44x45x14 mm,2023-06-01,19.0,4.407350689127106
sw10141,fitbit charge pro heart rate monitor,fitbit,8769.0,15425,43,6656,4.1,27319,15884,1.8,oled,386x395 pixels,11 days,365.0,ip68,5.2,android,False,1,100,False,False,tpu,purple,38.0,1 year,out of stock,3 hours,0,1,0,0,fiber,50x44x11 mm,2023-02-01,11.0,0.5814268457849848
sw10142,boat xtend pro bluetooth calling,boat,1957.0,3461,43,1504,4.0,27704,3427,1.2,lcd,344x403 pixels,12 days,330.0,5atm,5.0,ios,False,0,59,False,False,metal,pink,66.0,1 year,in stock,3 hours,1,0,0,1,plastic,43x42x10 mm,2024-11-01,12.0,0.12370054865723361
sw10143,boat flash plus gps navigation,boat,1567.0,2207,28,640,4.0,41559,3691,1.2,lcd,444x416 pixels,21 days,386.0,3atm,5.0,android,False,0,62,False,False,leather,black,66.0,2 year,in stock,2 hours,1,0,1,1,fiber,45x39x11 mm,2022-07-01,21.0,0.08881349406867345
sw10144,noise colorfit caliber 2 sports modes,noise,1364.0,1870,27,506,3.8,48976,13975,1.2,lcd,397x408 pixels,7 days,327.0,3atm,5.0,android  ios,False,0,89,False,False,tpu,black,80.0,2 year,in stock,1 hours,0,0,0,1,metal,47x35x14 mm,2022-01-01,7.0,0.285343841881738
sw10145,titan juxt 3 notification alerts,titan,7245.0,12517,42,5272,4.7,20549,14218,1.3,lcd,353x407 pixels,17 days,521.0,3atm,5.0,android  ios,False,1,99,False,False,leather,silver,67.0,1 year,out of stock,2 hours,0,0,0,0,fiber,42x45x11 mm,2024-11-01,17.0,0.6919071487663633
sw10146,sonata essence 2 amoled display,sonata,1528.0,1948,21,420,4.8,22182,16339,1.3,tft,352x408 pixels,8 days,276.0,ip67,5.0,ios,False,0,61,False,False,polycarbonate,pink,66.0,1 year,in stock,2 hours,1,0,0,0,metal,40x36x14 mm,2024-08-01,8.0,0.736588224686683
sw10147,realme watch 4 amoled display,realme,3382.0,5641,40,2259,4.7,10429,17038,1.2,lcd,321x442 pixels,16 days,572.0,water resistant,5.0,android  ios,False,0,83,False,False,metal,pink,60.0,1 year,in stock,3 hours,0,0,1,0,plastic,43x38x15 mm,2023-01-01,16.0,1.6337136829993288
sw10148,fitbit inspire lite music control,fitbit,22216.0,28318,21,6102,4.1,27916,3431,1.8,amoled,404x426 pixels,3 days,205.0,water resistant,5.3,ios,False,1,177,False,False,nylon,purple,69.0,2 year,in stock,1 hours,0,1,0,0,plastic,44x35x12 mm,2023-03-01,3.0,0.12290442756841954
sw10149,xiaomi mi band 2 bluetooth calling,xiaomi,4682.0,5894,20,1212,4.6,35899,16029,1.3,lcd,356x347 pixels,18 days,391.0,5atm,5.0,android,False,1,64,False,False,tpu,red,66.0,1 year,in stock,1 hours,1,0,1,1,plastic,49x40x13 mm,2023-11-01,18.0,0.4465026880971615
sw10150,noise colorfit icon max sports modes,noise,2340.0,2707,13,367,4.1,4434,14673,1.3,lcd,385x376 pixels,12 days,433.0,ip67,5.0,android  ios,False,1,99,False,False,leather,red,51.0,1 year,out of stock,1 hours,1,0,0,0,plastic,42x42x14 mm,2023-03-01,12.0,3.3092016238159676
sw10151,garmin venu heart rate monitor,garmin,29637.0,40681,27,11044,4.0,17979,9147,1.8,amoled,391x445 pixels,4 days,339.0,ip68,5.3,ios,False,1,157,False,False,silicone,green,46.0,2 year,out of stock,3 hours,0,1,1,1,metal,43x35x15 mm,2023-08-01,4.0,0.5087602202569664
sw10152,oneplus band 3 voice assistant,oneplus,11913.0,17174,30,5261,4.6,13221,14186,1.8,amoled,399x439 pixels,12 days,377.0,3atm,5.2,ios,False,1,101,False,False,silicone,pink,52.0,1 year,in stock,2 hours,0,1,1,0,fiber,50x40x10 mm,2022-03-01,12.0,1.0729899402465775
sw10153,garmin fenix 4 sports modes,garmin,37023.0,48902,24,11879,3.8,10445,17677,2.2,amoled,380x394 pixels,6 days,473.0,3atm,5.3,android  ios,False,1,161,False,False,nylon,silver,78.0,1 year,in stock,1 hours,0,1,0,1,metal,49x42x12 mm,2022-03-01,6.0,1.6923887027285782
sw10154,garmin venu voice assistant,garmin,48220.0,78475,38,30255,3.9,38021,5293,2.0,amoled,364x390 pixels,3 days,565.0,5atm,5.3,android,False,1,180,False,False,metal,gold,75.0,1 year,out of stock,3 hours,1,1,1,0,plastic,44x41x12 mm,2023-12-01,3.0,0.1392125404381789
sw10155,samsung gear sport pro sleep tracking,samsung,17577.0,28257,37,10680,4.7,48112,4544,1.6,amoled,353x365 pixels,12 days,537.0,5atm,5.2,android  ios,False,0,110,False,False,nylon,green,40.0,1 year,in stock,1 hours,0,0,1,0,metal,49x38x10 mm,2022-12-01,12.0,0.09444629198536747
sw10156,noise colorfit icon 4 weather display,noise,2817.0,3576,21,759,4.0,42183,6003,1.2,tft,448x368 pixels,19 days,249.0,water resistant,5.0,android  ios,False,1,77,False,False,nylon,purple,43.0,2 year,in stock,1 hours,1,0,0,1,metal,47x42x10 mm,2023-01-01,19.0,0.14230851290804353
sw10157,samsung galaxy fit pro camera control,samsung,11213.0,15749,28,4536,4.7,29999,13485,1.8,oled,376x376 pixels,9 days,477.0,5atm,5.2,android  ios,False,0,99,False,False,leather,black,70.0,2 year,in stock,2 hours,0,1,1,0,fiber,47x39x10 mm,2024-09-01,9.0,0.4495149838327944
sw10158,crossbeats elevate ultra stress monitoring,crossbeats,3530.0,5254,32,1724,3.9,18647,17060,1.2,lcd,404x325 pixels,16 days,270.0,water resistant,5.0,ios,False,1,93,False,False,tpu,red,45.0,2 year,out of stock,1 hours,0,0,0,0,fiber,49x39x11 mm,2024-04-01,16.0,0.9148924760015016
sw10159,apple watch se plus sports modes,apple,54566.0,76495,28,21929,4.2,3403,12306,2.2,amoled,377x442 pixels,7 days,216.0,water resistant,5.3,android  ios,False,1,131,False,False,leather,red,33.0,2 year,out of stock,3 hours,0,1,1,0,metal,44x42x14 mm,2022-12-01,7.0,3.6162209814869235
sw10160,crossbeats ignite lite camera control,crossbeats,5255.0,8180,35,2925,4.6,44191,9570,1.4,tft,340x430 pixels,21 days,559.0,ip68,5.0,android,False,1,67,False,False,nylon,blue,80.0,2 year,in stock,1 hours,0,0,0,0,fiber,47x39x15 mm,2023-06-01,21.0,0.21655993301803533
sw10161,samsung gear sport 3 heart rate monitor,samsung,23360.0,31968,26,8608,4.5,18987,15529,1.8,amoled,366x321 pixels,5 days,217.0,ip68,5.3,ios,False,1,189,False,False,polycarbonate,brown,64.0,2 year,out of stock,3 hours,1,1,1,1,metal,49x41x15 mm,2024-07-01,5.0,0.8178753884236583
sw10162,realme techlife music control,realme,3904.0,5574,29,1670,4.4,4670,10417,1.2,lcd,333x400 pixels,13 days,372.0,5atm,5.0,ios,False,1,54,False,False,tpu,purple,69.0,2 year,in stock,1 hours,0,0,0,1,plastic,41x38x12 mm,2023-10-01,13.0,2.230620985010707
sw10163,oneplus watch ultra sleep tracking,oneplus,7128.0,9506,25,2378,3.9,30789,2995,1.3,lcd,397x386 pixels,8 days,334.0,ip68,5.0,android  ios,False,0,88,False,False,metal,pink,71.0,2 year,out of stock,2 hours,1,0,0,1,metal,43x43x13 mm,2022-04-01,8.0,0.0972750008119783
sw10164,sonata smart ultra weather display,sonata,3046.0,4772,36,1726,4.6,19204,11961,1.4,tft,412x396 pixels,9 days,433.0,3atm,5.0,android  ios,False,1,61,False,False,tpu,purple,44.0,1 year,in stock,3 hours,0,0,0,1,fiber,46x44x15 mm,2023-01-01,9.0,0.6228389918766923
sw10165,sonata essence 3 gps navigation,sonata,1014.0,1523,33,509,3.9,37329,4901,1.4,lcd,355x389 pixels,17 days,351.0,ip67,5.0,android  ios,False,0,58,False,False,leather,pink,41.0,1 year,out of stock,3 hours,0,0,1,1,metal,41x45x11 mm,2022-08-01,17.0,0.1312920249671837
sw10166,ambrane stride plus camera control,ambrane,3781.0,5131,26,1350,4.5,9912,6116,1.2,tft,361x328 pixels,14 days,277.0,5atm,5.0,android  ios,False,1,99,False,False,leather,brown,70.0,2 year,out of stock,1 hours,0,0,1,0,metal,44x36x11 mm,2023-03-01,14.0,0.6170298627925747
sw10167,sonata essence heart rate monitor,sonata,3163.0,4826,34,1663,4.2,4535,1419,1.2,lcd,357x429 pixels,13 days,522.0,water resistant,5.0,android  ios,False,1,78,False,False,tpu,gold,60.0,1 year,in stock,1 hours,1,0,1,1,metal,50x36x15 mm,2023-10-01,13.0,0.3128996692392503
sw10168,noise colorfit ultra 2 sleep tracking,noise,4096.0,6253,34,2157,4.2,18885,19210,1.4,tft,382x411 pixels,9 days,237.0,3atm,5.0,android,False,0,92,False,False,metal,green,58.0,2 year,out of stock,3 hours,0,0,1,0,plastic,42x35x14 mm,2024-06-01,9.0,1.0172094254699497
sw10169,oneplus band lite heart rate monitor,oneplus,9387.0,11547,18,2160,4.2,20530,18879,1.8,amoled,431x348 pixels,13 days,433.0,5atm,5.2,ios,False,0,111,False,False,metal,gold,55.0,1 year,in stock,1 hours,0,1,0,1,metal,42x45x13 mm,2022-07-01,13.0,0.9195811008280566
sw10170,realme watch max female health tracking,realme,3777.0,6410,41,2633,4.1,1841,2420,1.2,tft,392x426 pixels,10 days,232.0,water resistant,5.0,android  ios,False,1,57,False,False,silicone,purple,71.0,2 year,in stock,3 hours,1,0,0,0,plastic,49x36x10 mm,2024-03-01,10.0,1.3145029875067897
sw10171,xiaomi redmi watch ultra music control,xiaomi,4921.0,7078,30,2157,4.3,15895,12945,1.2,tft,368x420 pixels,19 days,351.0,ip67,5.0,android  ios,False,1,54,False,False,nylon,gold,52.0,2 year,out of stock,3 hours,1,0,1,1,metal,40x40x12 mm,2024-12-01,19.0,0.8144070462409563
sw10172,fitbit sense plus weather display,fitbit,17317.0,20481,15,3164,4.7,21960,14707,1.8,amoled,419x409 pixels,8 days,409.0,5atm,5.2,android,False,1,88,False,False,silicone,black,51.0,2 year,out of stock,3 hours,0,1,1,0,metal,41x38x13 mm,2024-05-01,8.0,0.6697176684881603
sw10173,fastrack revolt max amoled display,fastrack,5418.0,8774,38,3356,3.8,21585,4113,1.4,tft,366x355 pixels,11 days,347.0,3atm,5.0,android  ios,False,1,95,False,False,polycarbonate,brown,47.0,1 year,in stock,2 hours,0,0,0,1,plastic,41x43x10 mm,2023-10-01,11.0,0.19054899235580264
